id,name,price
3495,Chicken Bowl,7.29
3496,Can,2.0
3497,Vegetables Salad,7.29
3498,Vegetables Burrito,7.29
3499,Tortilla Chips,2.19
3500,32oz Cup,2.29
3501,Ground Beef Salad,8.19
3502,Chicken Burrito,7.29
3503,Chicken Tacos,7.29
3504,16oz Cup,2.09
3505,Chicken Salad,7.29
3506,Ground Beef Bowl,8.19
3507,Chicken Tacos,7.29
3508,16oz Cup,2.09
3509,Ground Beef Burrito,8.19
3510,Chicken Salad,7.29
3511,32oz Cup,2.29
3512,Ground Beef Tacos,8.19
3513,Tortilla Chips,2.19
3514,32oz Cup,2.29
3515,Ground Beef Bowl,8.19
3516,16oz Cup,2.09
3517,Ground Beef Bowl,8.19
3518,32oz Cup,2.29
3519,Ground Beef Tacos,8.19
3520,Chicken Burrito,7.29
3521,Ground Beef Bowl,8.19
3522,32oz Cup,2.29
3523,Steak Salad,8.29
3524,Can,2.0
3525,Chicken Burrito,7.29
3526,Can,2.0
3527,Ground Beef Burrito,8.19
3528,Vegetables Burrito,7.29
3529,16oz Cup,2.09
3530,Ground Beef Salad,8.19
3531,Tortilla Chips,2.19
3532,32oz Cup,2.29
3533,Vegetables Tacos,7.29
3534,16oz Cup,2.09
3535,Chicken Tacos,7.29
3536,16oz Cup,2.09
3537,Chicken Tacos,7.29
3538,Chicken Bowl,7.29
3539,Ground Beef Tacos,8.19
3540,Ground Beef Burrito,8.19
3541,Can,2.0
3542,Ground Beef Tacos,8.19
3543,Can,2.0
3544,Ground Beef Tacos,8.19
3545,32oz Cup,2.29
3546,Ground Beef Tacos,8.19
3547,Steak Salad,8.29
3548,Steak Bowl,8.29
3549,16oz Cup,2.09
3550,Steak Burrito,8.29
3551,32oz Cup,2.29
3552,Ground Beef Salad,8.19
3553,Chicken Tacos,7.29
3554,Tortilla Chips,2.19
3555,32oz Cup,2.29
3556,Vegetables Burrito,7.29
3557,Tortilla Chips,2.19
3558,16oz Cup,2.09
3559,Vegetables Tacos,7.29
3560,Can,2.0
3561,Steak Bowl,8.29
3562,16oz Cup,2.09
3563,Chicken Burrito,7.29
3564,Tortilla Chips,2.19
3565,16oz Cup,2.09
3566,Vegetables Burrito,7.29
3567,Ground Beef Bowl,8.19
3568,16oz Cup,2.09
3569,Steak Burrito,8.29
3570,Tortilla Chips,2.19
3571,Can,2.0
3572,Ground Beef Tacos,8.19
3573,16oz Cup,2.09
3574,Steak Burrito,8.29
3575,Chicken Burrito,7.29
3576,16oz Cup,2.09
3577,Vegetables Burrito,7.29
3578,32oz Cup,2.29
3579,Vegetables Burrito,7.29
3580,Tortilla Chips,2.19
3581,32oz Cup,2.29
3582,Chicken Bowl,7.29
3583,Vegetables Salad,7.29
3584,Vegetables Salad,7.29
3585,Steak Salad,8.29
3586,Vegetables Bowl,7.29
3587,Chicken Bowl,7.29
3588,Vegetables Salad,7.29
3589,Chicken Salad,7.29
3590,Ground Beef Bowl,8.19
3591,Can,2.0
3592,Ground Beef Burrito,8.19
3593,Steak Bowl,8.29
3594,Tortilla Chips,2.19
3595,Can,2.0
3596,Ground Beef Tacos,8.19
3597,16oz Cup,2.09
3598,Steak Burrito,8.29
3599,Tortilla Chips,2.19
3600,Can,2.0
3601,Ground Beef Burrito,8.19
3602,32oz Cup,2.29
3603,Vegetables Salad,7.29
3604,Can,2.0
3605,Ground Beef Tacos,8.19
3606,16oz Cup,2.09
3607,Steak Salad,8.29
3608,Chicken Salad,7.29
3609,32oz Cup,2.29
3610,Chicken Bowl,7.29
3611,Steak Bowl,8.29
3612,16oz Cup,2.09
3613,Ground Beef Bowl,8.19
3614,Chicken Salad,7.29
3615,Tortilla Chips,2.19
3616,32oz Cup,2.29
3617,Vegetables Bowl,7.29
3618,Tortilla Chips,2.19
3619,16oz Cup,2.09
3620,Vegetables Burrito,7.29
3621,Ground Beef Bowl,8.19
3622,Can,2.0
3623,Ground Beef Bowl,8.19
3624,Tortilla Chips,2.19
3625,Can,2.0
3626,Steak Salad,8.29
3627,Can,2.0
3628,Vegetables Tacos,7.29
3629,Can,2.0
3630,Vegetables Salad,7.29
3631,32oz Cup,2.29
3632,Chicken Tacos,7.29
3633,Chicken Salad,7.29
3634,32oz Cup,2.29
3635,Ground Beef Burrito,8.19
3636,Can,2.0
3637,Ground Beef Bowl,8.19
3638,Can,2.0
3639,Chicken Tacos,7.29
3640,Tortilla Chips,2.19
3641,16oz Cup,2.09
3642,Ground Beef Burrito,8.19
3643,Tortilla Chips,2.19
3644,32oz Cup,2.29
3645,Chicken Tacos,7.29
3646,Can,2.0
3647,Ground Beef Tacos,8.19
3648,Tortilla Chips,2.19
3649,32oz Cup,2.29
3650,Chicken Salad,7.29
3651,Chicken Salad,7.29
3652,Ground Beef Bowl,8.19
3653,Chicken Bowl,7.29
3654,Steak Burrito,8.29
3655,Can,2.0
3656,Chicken Salad,7.29
3657,32oz Cup,2.29
3658,Steak Tacos,8.29
3659,Steak Tacos,8.29
3660,Can,2.0
3661,Vegetables Burrito,7.29
3662,32oz Cup,2.29
3663,Chicken Burrito,7.29
3664,Vegetables Salad,7.29
3665,16oz Cup,2.09
3666,Ground Beef Salad,8.19
3667,Vegetables Bowl,7.29
3668,16oz Cup,2.09
3669,Chicken Bowl,7.29
3670,16oz Cup,2.09
3671,Steak Burrito,8.29
3672,32oz Cup,2.29
3673,Steak Tacos,8.29
3674,Ground Beef Tacos,8.19
3675,32oz Cup,2.29
3676,Chicken Bowl,7.29
3677,32oz Cup,2.29
3678,Chicken Bowl,7.29
3679,Tortilla Chips,2.19
3680,32oz Cup,2.29
3681,Vegetables Burrito,7.29
3682,Ground Beef Tacos,8.19
3683,Tortilla Chips,2.19
3684,16oz Cup,2.09
3685,Chicken Salad,7.29
3686,16oz Cup,2.09
3687,Vegetables Bowl,7.29
3688,Tortilla Chips,2.19
3689,16oz Cup,2.09
3690,Chicken Salad,7.29
3691,Tortilla Chips,2.19
3692,16oz Cup,2.09
3693,Chicken Salad,7.29
3694,16oz Cup,2.09
3695,Chicken Salad,7.29
3696,32oz Cup,2.29
3697,Chicken Bowl,7.29
3698,Can,2.0
3699,Steak Salad,8.29
3700,16oz Cup,2.09
3701,Ground Beef Bowl,8.19
3702,Tortilla Chips,2.19
3703,16oz Cup,2.09
3704,Chicken Salad,7.29
3705,32oz Cup,2.29
3706,Chicken Tacos,7.29
3707,Vegetables Salad,7.29
3708,Chicken Burrito,7.29
3709,Ground Beef Salad,8.19
3710,Steak Tacos,8.29
3711,Tortilla Chips,2.19
3712,32oz Cup,2.29
3713,Chicken Bowl,7.29
3714,Vegetables Burrito,7.29
3715,Can,2.0
3716,Vegetables Burrito,7.29
3717,Vegetables Tacos,7.29
3718,Ground Beef Burrito,8.19
3719,Can,2.0
3720,Ground Beef Burrito,8.19
3721,Tortilla Chips,2.19
3722,Can,2.0
3723,Steak Tacos,8.29
3724,Vegetables Burrito,7.29
3725,Steak Tacos,8.29
3726,Can,2.0
3727,Steak Bowl,8.29
3728,Can,2.0
3729,Chicken Salad,7.29
3730,Can,2.0
3731,Steak Salad,8.29
3732,Vegetables Tacos,7.29
3733,Tortilla Chips,2.19
3734,32oz Cup,2.29
3735,Steak Burrito,8.29
3736,Can,2.0
3737,Steak Bowl,8.29
3738,Ground Beef Bowl,8.19
3739,32oz Cup,2.29
3740,Vegetables Burrito,7.29
3741,Steak Burrito,8.29
3742,32oz Cup,2.29
3743,Steak Tacos,8.29
3744,32oz Cup,2.29
3745,Chicken Salad,7.29
3746,Tortilla Chips,2.19
3747,16oz Cup,2.09
3748,Chicken Salad,7.29
3749,Can,2.0
3750,Steak Bowl,8.29
3751,Tortilla Chips,2.19
3752,Can,2.0
3753,Ground Beef Bowl,8.19
3754,Tortilla Chips,2.19
3755,Can,2.0
3756,Ground Beef Tacos,8.19
3757,Tortilla Chips,2.19
3758,16oz Cup,2.09
3759,Chicken Burrito,7.29
3760,16oz Cup,2.09
3761,Ground Beef Bowl,8.19
3762,Ground Beef Burrito,8.19
3763,Can,2.0
3764,Vegetables Salad,7.29
3765,Can,2.0
3766,Chicken Burrito,7.29
3767,Steak Tacos,8.29
3768,Vegetables Bowl,7.29
3769,Steak Tacos,8.29
3770,Tortilla Chips,2.19
3771,16oz Cup,2.09
3772,Vegetables Tacos,7.29
3773,32oz Cup,2.29
3774,Vegetables Burrito,7.29
3775,16oz Cup,2.09
3776,Steak Salad,8.29
3777,Vegetables Tacos,7.29
3778,16oz Cup,2.09
3779,Steak Bowl,8.29
3780,Tortilla Chips,2.19
3781,32oz Cup,2.29
3782,Ground Beef Salad,8.19
3783,Tortilla Chips,2.19
3784,Can,2.0
3785,Ground Beef Burrito,8.19
3786,16oz Cup,2.09
3787,Chicken Burrito,7.29
3788,Tortilla Chips,2.19
3789,32oz Cup,2.29
3790,Ground Beef Salad,8.19
3791,32oz Cup,2.29
3792,Chicken Bowl,7.29
3793,32oz Cup,2.29
3794,Ground Beef Bowl,8.19
3795,Steak Burrito,8.29
3796,16oz Cup,2.09
3797,Ground Beef Salad,8.19
3798,Can,2.0
3799,Chicken Burrito,7.29
3800,Can,2.0
3801,Vegetables Burrito,7.29
3802,Steak Tacos,8.29
3803,Chicken Salad,7.29
3804,Can,2.0
3805,Ground Beef Bowl,8.19
3806,Tortilla Chips,2.19
3807,16oz Cup,2.09
3808,Vegetables Bowl,7.29
3809,Steak Bowl,8.29
3810,Tortilla Chips,2.19
3811,32oz Cup,2.29
3812,Ground Beef Salad,8.19
3813,32oz Cup,2.29
3814,Vegetables Burrito,7.29
3815,Steak Salad,8.29
3816,16oz Cup,2.09
3817,Steak Salad,8.29
3818,Tortilla Chips,2.19
3819,32oz Cup,2.29
3820,Steak Salad,8.29
3821,Tortilla Chips,2.19
3822,16oz Cup,2.09
3823,Chicken Burrito,7.29
3824,Chicken Burrito,7.29
3825,32oz Cup,2.29
3826,Steak Salad,8.29
3827,Chicken Salad,7.29
3828,Tortilla Chips,2.19
3829,Can,2.0
3830,Chicken Salad,7.29
3831,Ground Beef Bowl,8.19
3832,16oz Cup,2.09
3833,Steak Tacos,8.29
3834,32oz Cup,2.29
3835,Chicken Salad,7.29
3836,Tortilla Chips,2.19
3837,Can,2.0
3838,Chicken Salad,7.29
3839,32oz Cup,2.29
3840,Ground Beef Tacos,8.19
3841,Steak Burrito,8.29
3842,Can,2.0
3843,Vegetables Burrito,7.29
3844,Tortilla Chips,2.19
3845,16oz Cup,2.09
3846,Vegetables Burrito,7.29
3847,Steak Tacos,8.29
3848,Tortilla Chips,2.19
3849,32oz Cup,2.29
3850,Ground Beef Burrito,8.19
3851,16oz Cup,2.09
3852,Ground Beef Burrito,8.19
3853,16oz Cup,2.09
3854,Ground Beef Salad,8.19
3855,Tortilla Chips,2.19
3856,Can,2.0
3857,Ground Beef Salad,8.19
3858,Chicken Salad,7.29
3859,Can,2.0
3860,Chicken Burrito,7.29
3861,Tortilla Chips,2.19
3862,Can,2.0
3863,Chicken Burrito,7.29
3864,Ground Beef Bowl,8.19
3865,Tortilla Chips,2.19
3866,Can,2.0
3867,Ground Beef Salad,8.19
3868,Steak Tacos,8.29
3869,Chicken Tacos,7.29
3870,Can,2.0
3871,Chicken Bowl,7.29
3872,32oz Cup,2.29
3873,Chicken Salad,7.29
3874,Tortilla Chips,2.19
3875,Can,2.0
3876,Steak Salad,8.29
3877,Ground Beef Burrito,8.19
3878,Ground Beef Burrito,8.19
3879,Tortilla Chips,2.19
3880,16oz Cup,2.09
3881,Vegetables Salad,7.29
3882,Can,2.0
3883,Vegetables Salad,7.29
3884,Vegetables Tacos,7.29
3885,Can,2.0
3886,Chicken Bowl,7.29
3887,Ground Beef Salad,8.19
3888,Steak Salad,8.29
3889,Can,2.0
3890,Chicken Bowl,7.29
3891,32oz Cup,2.29
3892,Ground Beef Salad,8.19
3893,Tortilla Chips,2.19
3894,Can,2.0
3895,Steak Burrito,8.29
3896,32oz Cup,2.29
3897,Vegetables Salad,7.29
3898,Chicken Bowl,7.29
3899,Steak Tacos,8.29
3900,32oz Cup,2.29
3901,Ground Beef Bowl,8.19
3902,Tortilla Chips,2.19
3903,16oz Cup,2.09
3904,Vegetables Tacos,7.29
3905,Tortilla Chips,2.19
3906,Can,2.0
3907,Ground Beef Burrito,8.19
3908,Tortilla Chips,2.19
3909,32oz Cup,2.29
3910,Ground Beef Tacos,8.19
3911,Vegetables Salad,7.29
3912,Vegetables Bowl,7.29
3913,32oz Cup,2.29
3914,Ground Beef Salad,8.19
3915,Steak Salad,8.29
3916,Can,2.0
3917,Vegetables Salad,7.29
3918,Tortilla Chips,2.19
3919,Can,2.0
3920,Steak Tacos,8.29
3921,Vegetables Salad,7.29
3922,Tortilla Chips,2.19
3923,Can,2.0
3924,Ground Beef Salad,8.19
3925,Ground Beef Tacos,8.19
3926,16oz Cup,2.09
3927,Steak Tacos,8.29
3928,Ground Beef Burrito,8.19
3929,Tortilla Chips,2.19
3930,16oz Cup,2.09
3931,Ground Beef Burrito,8.19
3932,Chicken Bowl,7.29
3933,32oz Cup,2.29
3934,Chicken Tacos,7.29
3935,Chicken Salad,7.29
3936,Vegetables Burrito,7.29
3937,Tortilla Chips,2.19
3938,32oz Cup,2.29
3939,Chicken Burrito,7.29
3940,Chicken Bowl,7.29
3941,Ground Beef Salad,8.19
3942,16oz Cup,2.09
3943,Ground Beef Bowl,8.19
3944,16oz Cup,2.09
3945,Vegetables Bowl,7.29
3946,Steak Burrito,8.29
3947,Vegetables Salad,7.29
3948,Chicken Burrito,7.29
3949,Tortilla Chips,2.19
3950,16oz Cup,2.09
3951,Chicken Burrito,7.29
3952,32oz Cup,2.29
3953,Vegetables Salad,7.29
3954,Can,2.0
3955,Vegetables Tacos,7.29
3956,Chicken Burrito,7.29
3957,Tortilla Chips,2.19
3958,32oz Cup,2.29
3959,Ground Beef Burrito,8.19
3960,Steak Tacos,8.29
3961,Can,2.0
3962,Ground Beef Burrito,8.19
3963,Tortilla Chips,2.19
3964,16oz Cup,2.09
3965,Chicken Salad,7.29
3966,Tortilla Chips,2.19
3967,Can,2.0
3968,Ground Beef Tacos,8.19
3969,Chicken Bowl,7.29
3970,32oz Cup,2.29
3971,Steak Salad,8.29
3972,Tortilla Chips,2.19
3973,32oz Cup,2.29
3974,Ground Beef Tacos,8.19
3975,Vegetables Bowl,7.29
3976,Steak Bowl,8.29
3977,Ground Beef Salad,8.19
3978,32oz Cup,2.29
3979,Vegetables Tacos,7.29
3980,Steak Salad,8.29
3981,Can,2.0
3982,Ground Beef Bowl,8.19
3983,Can,2.0
3984,Ground Beef Tacos,8.19
3985,Chicken Tacos,7.29
3986,Vegetables Bowl,7.29
3987,Tortilla Chips,2.19
3988,16oz Cup,2.09
3989,Vegetables Salad,7.29
3990,Vegetables Salad,7.29
3991,32oz Cup,2.29
3992,Ground Beef Salad,8.19
3993,Tortilla Chips,2.19
3994,32oz Cup,2.29
3995,Steak Bowl,8.29
3996,Vegetables Burrito,7.29
3997,Chicken Bowl,7.29
3998,16oz Cup,2.09
3999,Chicken Bowl,7.29
4000,Steak Tacos,8.29
4001,Can,2.0
4002,Steak Bowl,8.29
4003,Can,2.0
4004,Steak Salad,8.29
4005,Tortilla Chips,2.19
4006,16oz Cup,2.09
4007,Vegetables Burrito,7.29
4008,Tortilla Chips,2.19
4009,16oz Cup,2.09
4010,Vegetables Burrito,7.29
4011,Can,2.0
4012,Ground Beef Salad,8.19
4013,Vegetables Tacos,7.29
4014,Ground Beef Salad,8.19
4015,Vegetables Burrito,7.29
4016,Vegetables Burrito,7.29
4017,Tortilla Chips,2.19
4018,Can,2.0
4019,Steak Tacos,8.29
4020,32oz Cup,2.29
4021,Chicken Salad,7.29
4022,16oz Cup,2.09
4023,Steak Tacos,8.29
4024,Tortilla Chips,2.19
4025,32oz Cup,2.29
4026,Ground Beef Burrito,8.19
4027,Tortilla Chips,2.19
4028,Can,2.0
4029,Ground Beef Bowl,8.19
4030,16oz Cup,2.09
4031,Vegetables Bowl,7.29
4032,Chicken Tacos,7.29
4033,32oz Cup,2.29
4034,Vegetables Bowl,7.29
4035,32oz Cup,2.29
4036,Steak Salad,8.29
4037,Vegetables Bowl,7.29
4038,Tortilla Chips,2.19
4039,Can,2.0
4040,Vegetables Bowl,7.29
4041,Chicken Bowl,7.29
4042,32oz Cup,2.29
4043,Vegetables Salad,7.29
4044,Can,2.0
4045,Chicken Tacos,7.29
4046,Steak Salad,8.29
4047,Tortilla Chips,2.19
4048,32oz Cup,2.29
4049,Steak Burrito,8.29
4050,32oz Cup,2.29
4051,Vegetables Bowl,7.29
4052,Tortilla Chips,2.19
4053,32oz Cup,2.29
4054,Steak Salad,8.29
4055,Steak Bowl,8.29
4056,Tortilla Chips,2.19
4057,16oz Cup,2.09
4058,Steak Salad,8.29
4059,Can,2.0
4060,Chicken Bowl,7.29
4061,Steak Tacos,8.29
4062,Ground Beef Burrito,8.19
4063,Steak Salad,8.29
4064,Tortilla Chips,2.19
4065,16oz Cup,2.09
4066,Steak Burrito,8.29
4067,16oz Cup,2.09
4068,Chicken Tacos,7.29
4069,32oz Cup,2.29
4070,Chicken Salad,7.29
4071,32oz Cup,2.29
4072,Ground Beef Salad,8.19
4073,Steak Salad,8.29
4074,Chicken Salad,7.29
4075,Steak Bowl,8.29
4076,Vegetables Bowl,7.29
4077,Tortilla Chips,2.19
4078,32oz Cup,2.29
4079,Steak Tacos,8.29
4080,Can,2.0
4081,Ground Beef Salad,8.19
4082,Tortilla Chips,2.19
4083,32oz Cup,2.29
4084,Ground Beef Burrito,8.19
4085,Ground Beef Tacos,8.19
4086,Can,2.0
4087,Chicken Salad,7.29
4088,32oz Cup,2.29
4089,Vegetables Tacos,7.29
4090,Steak Burrito,8.29
4091,Steak Burrito,8.29
4092,Chicken Salad,7.29
4093,16oz Cup,2.09
4094,Vegetables Salad,7.29
4095,Can,2.0
4096,Ground Beef Burrito,8.19
4097,Chicken Bowl,7.29
4098,Tortilla Chips,2.19
4099,32oz Cup,2.29
4100,Vegetables Burrito,7.29
4101,Tortilla Chips,2.19
4102,16oz Cup,2.09
4103,Chicken Tacos,7.29
4104,Can,2.0
4105,Chicken Bowl,7.29
4106,Vegetables Burrito,7.29
4107,Tortilla Chips,2.19
4108,Can,2.0
4109,Vegetables Bowl,7.29
4110,Chicken Bowl,7.29
4111,Steak Bowl,8.29
4112,16oz Cup,2.09
4113,Steak Burrito,8.29
4114,16oz Cup,2.09
4115,Ground Beef Burrito,8.19
4116,Steak Bowl,8.29
4117,Chicken Burrito,7.29
4118,Steak Burrito,8.29
4119,Ground Beef Salad,8.19
4120,Tortilla Chips,2.19
4121,16oz Cup,2.09
4122,Vegetables Burrito,7.29
4123,Tortilla Chips,2.19
4124,Can,2.0
4125,Ground Beef Bowl,8.19
4126,Vegetables Tacos,7.29
4127,Tortilla Chips,2.19
4128,Can,2.0
4129,Ground Beef Bowl,8.19
4130,Vegetables Tacos,7.29
4131,Steak Burrito,8.29
4132,Tortilla Chips,2.19
4133,16oz Cup,2.09
4134,Ground Beef Burrito,8.19
4135,Tortilla Chips,2.19
4136,16oz Cup,2.09
4137,Steak Salad,8.29
4138,Chicken Bowl,7.29
4139,Can,2.0
4140,Steak Salad,8.29
4141,16oz Cup,2.09
4142,Steak Tacos,8.29
4143,Ground Beef Tacos,8.19
4144,Chicken Bowl,7.29
4145,Can,2.0
4146,Steak Burrito,8.29
4147,Ground Beef Burrito,8.19
4148,Can,2.0
4149,Vegetables Burrito,7.29
4150,Ground Beef Burrito,8.19
4151,Vegetables Burrito,7.29
4152,32oz Cup,2.29
4153,Chicken Burrito,7.29
4154,16oz Cup,2.09
4155,Chicken Tacos,7.29
4156,Vegetables Salad,7.29
4157,Chicken Tacos,7.29
4158,Tortilla Chips,2.19
4159,16oz Cup,2.09
4160,Chicken Tacos,7.29
4161,Ground Beef Tacos,8.19
4162,Tortilla Chips,2.19
4163,16oz Cup,2.09
4164,Steak Burrito,8.29
4165,Can,2.0
4166,Vegetables Bowl,7.29
4167,Steak Salad,8.29
4168,Ground Beef Tacos,8.19
4169,Ground Beef Bowl,8.19
4170,Vegetables Bowl,7.29
4171,32oz Cup,2.29
4172,Ground Beef Salad,8.19
4173,Steak Burrito,8.29
4174,32oz Cup,2.29
4175,Steak Bowl,8.29
4176,Steak Salad,8.29
4177,32oz Cup,2.29
4178,Chicken Salad,7.29
4179,Tortilla Chips,2.19
4180,32oz Cup,2.29
4181,Steak Burrito,8.29
4182,Vegetables Burrito,7.29
4183,16oz Cup,2.09
4184,Vegetables Bowl,7.29
4185,Tortilla Chips,2.19
4186,16oz Cup,2.09
4187,Vegetables Burrito,7.29
4188,16oz Cup,2.09
4189,Vegetables Tacos,7.29
4190,Tortilla Chips,2.19
4191,32oz Cup,2.29
4192,Steak Salad,8.29
4193,Steak Salad,8.29
4194,32oz Cup,2.29
4195,Ground Beef Salad,8.19
4196,Tortilla Chips,2.19
4197,16oz Cup,2.09
4198,Chicken Salad,7.29
4199,16oz Cup,2.09
4200,Steak Salad,8.29
4201,Chicken Bowl,7.29
4202,Steak Burrito,8.29
4203,Ground Beef Tacos,8.19
4204,Vegetables Burrito,7.29
4205,Tortilla Chips,2.19
4206,32oz Cup,2.29
4207,Steak Tacos,8.29
4208,Steak Burrito,8.29
4209,Tortilla Chips,2.19
4210,Can,2.0
4211,Ground Beef Salad,8.19
4212,16oz Cup,2.09
4213,Steak Tacos,8.29
4214,32oz Cup,2.29
4215,Chicken Tacos,7.29
4216,Tortilla Chips,2.19
4217,Can,2.0
4218,Vegetables Salad,7.29
4219,Can,2.0
4220,Steak Bowl,8.29
4221,16oz Cup,2.09
4222,Chicken Bowl,7.29
4223,Tortilla Chips,2.19
4224,32oz Cup,2.29
4225,Ground Beef Bowl,8.19
4226,32oz Cup,2.29
4227,Ground Beef Bowl,8.19
4228,Tortilla Chips,2.19
4229,16oz Cup,2.09
4230,Ground Beef Salad,8.19
4231,Tortilla Chips,2.19
4232,Can,2.0
4233,Vegetables Salad,7.29
4234,Steak Bowl,8.29
4235,Tortilla Chips,2.19
4236,Can,2.0
4237,Ground Beef Bowl,8.19
4238,Tortilla Chips,2.19
4239,Can,2.0
4240,Vegetables Tacos,7.29
4241,Tortilla Chips,2.19
4242,32oz Cup,2.29
4243,Ground Beef Tacos,8.19
4244,Steak Burrito,8.29
4245,Tortilla Chips,2.19
4246,16oz Cup,2.09
4247,Chicken Burrito,7.29
4248,Chicken Salad,7.29
4249,Can,2.0
4250,Ground Beef Salad,8.19
4251,Tortilla Chips,2.19
4252,32oz Cup,2.29
4253,Vegetables Burrito,7.29
4254,Tortilla Chips,2.19
4255,32oz Cup,2.29
4256,Steak Burrito,8.29
4257,32oz Cup,2.29
4258,Steak Bowl,8.29
4259,Ground Beef Salad,8.19
4260,Chicken Burrito,7.29
4261,16oz Cup,2.09
4262,Chicken Bowl,7.29
4263,Vegetables Bowl,7.29
4264,16oz Cup,2.09
4265,Vegetables Salad,7.29
4266,Tortilla Chips,2.19
4267,16oz Cup,2.09
4268,Steak Burrito,8.29
4269,16oz Cup,2.09
4270,Chicken Salad,7.29
4271,Chicken Burrito,7.29
4272,Vegetables Bowl,7.29
4273,Ground Beef Tacos,8.19
4274,Tortilla Chips,2.19
4275,Can,2.0
4276,Ground Beef Salad,8.19
4277,Can,2.0
4278,Steak Tacos,8.29
4279,Can,2.0
4280,Chicken Burrito,7.29
4281,Chicken Bowl,7.29
4282,16oz Cup,2.09
4283,Chicken Burrito,7.29
4284,Can,2.0
4285,Steak Tacos,8.29
4286,16oz Cup,2.09
4287,Vegetables Tacos,7.29
4288,Can,2.0
4289,Steak Salad,8.29
4290,32oz Cup,2.29
4291,Steak Burrito,8.29
4292,Steak Tacos,8.29
4293,Steak Bowl,8.29
4294,Tortilla Chips,2.19
4295,Can,2.0
4296,Chicken Burrito,7.29
4297,Can,2.0
4298,Steak Bowl,8.29
4299,Can,2.0
4300,Ground Beef Bowl,8.19
4301,Can,2.0
4302,Vegetables Bowl,7.29
4303,Tortilla Chips,2.19
4304,Can,2.0
4305,Ground Beef Burrito,8.19
4306,Steak Burrito,8.29
4307,32oz Cup,2.29
4308,Ground Beef Bowl,8.19
4309,Can,2.0
4310,Chicken Bowl,7.29
4311,Can,2.0
4312,Steak Tacos,8.29
4313,Steak Salad,8.29
4314,Steak Bowl,8.29
4315,Can,2.0
4316,Vegetables Salad,7.29
4317,Steak Salad,8.29
4318,Vegetables Bowl,7.29
4319,16oz Cup,2.09
4320,Steak Tacos,8.29
4321,32oz Cup,2.29
4322,Chicken Tacos,7.29
4323,Vegetables Tacos,7.29
4324,32oz Cup,2.29
4325,Steak Bowl,8.29
4326,Tortilla Chips,2.19
4327,Can,2.0
4328,Steak Salad,8.29
4329,Tortilla Chips,2.19
4330,32oz Cup,2.29
4331,Ground Beef Tacos,8.19
4332,Vegetables Bowl,7.29
4333,32oz Cup,2.29
4334,Vegetables Tacos,7.29
4335,Tortilla Chips,2.19
4336,32oz Cup,2.29
4337,Ground Beef Burrito,8.19
4338,Chicken Salad,7.29
4339,16oz Cup,2.09
4340,Ground Beef Salad,8.19
4341,16oz Cup,2.09
4342,Ground Beef Tacos,8.19
4343,16oz Cup,2.09
4344,Vegetables Tacos,7.29
4345,32oz Cup,2.29
4346,Steak Bowl,8.29
4347,16oz Cup,2.09
4348,Ground Beef Burrito,8.19
4349,16oz Cup,2.09
4350,Ground Beef Salad,8.19
4351,Steak Bowl,8.29
4352,Chicken Tacos,7.29
4353,Can,2.0
4354,Ground Beef Bowl,8.19
4355,Vegetables Salad,7.29
4356,16oz Cup,2.09
4357,Ground Beef Bowl,8.19
4358,16oz Cup,2.09
4359,Steak Bowl,8.29
4360,Ground Beef Bowl,8.19
4361,Can,2.0
4362,Vegetables Bowl,7.29
4363,16oz Cup,2.09
4364,Chicken Bowl,7.29
4365,Can,2.0
4366,Chicken Tacos,7.29
4367,16oz Cup,2.09
4368,Vegetables Bowl,7.29
4369,Tortilla Chips,2.19
4370,32oz Cup,2.29
4371,Ground Beef Salad,8.19
4372,16oz Cup,2.09
4373,Chicken Tacos,7.29
4374,Tortilla Chips,2.19
4375,16oz Cup,2.09
4376,Steak Salad,8.29
4377,16oz Cup,2.09
4378,Steak Bowl,8.29
4379,32oz Cup,2.29
4380,Steak Salad,8.29
4381,Tortilla Chips,2.19
4382,32oz Cup,2.29
4383,Steak Burrito,8.29
4384,Vegetables Bowl,7.29
4385,Steak Salad,8.29
4386,Chicken Salad,7.29
4387,Ground Beef Tacos,8.19
4388,16oz Cup,2.09
4389,Ground Beef Salad,8.19
4390,Can,2.0
4391,Ground Beef Salad,8.19
4392,Steak Tacos,8.29
4393,Can,2.0
4394,Ground Beef Bowl,8.19
4395,16oz Cup,2.09
4396,Ground Beef Bowl,8.19
4397,Tortilla Chips,2.19
4398,Can,2.0
4399,Vegetables Bowl,7.29
4400,Can,2.0
4401,Ground Beef Salad,8.19
4402,Tortilla Chips,2.19
4403,32oz Cup,2.29
4404,Chicken Salad,7.29
4405,32oz Cup,2.29
4406,Chicken Tacos,7.29
4407,Can,2.0
4408,Steak Salad,8.29
4409,32oz Cup,2.29
4410,Ground Beef Burrito,8.19
4411,Steak Burrito,8.29
4412,Tortilla Chips,2.19
4413,32oz Cup,2.29
4414,Chicken Bowl,7.29
4415,Vegetables Bowl,7.29
4416,Chicken Salad,7.29
4417,Vegetables Salad,7.29
4418,Tortilla Chips,2.19
4419,32oz Cup,2.29
4420,Ground Beef Tacos,8.19
4421,Steak Burrito,8.29
4422,Ground Beef Burrito,8.19
4423,32oz Cup,2.29
4424,Chicken Bowl,7.29
4425,Tortilla Chips,2.19
4426,Can,2.0
4427,Ground Beef Burrito,8.19
